id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5081_16TH%20ST%20AND%20ALASKA%20AVE NW.txt,16th St -- Alaska Ave NW / Washington  DC,x,Sat  May 18 2013,15:45-16:45,0,930,0,7,0,110,127,970,0,0,0,0,2,9,0,2,0,1,0,0,38.974864,-77.036364
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5081_16TH%20ST%20AND%20ALASKA%20AVE NW.txt,16th St -- Alaska Ave NW / Washington  DC,x,Tue  Feb 19 2013,07:30-08:30,0,1875,0,1,0,387,117,892,0,0,0,0,1,5,0,1,0,2,0,1,38.974864,-77.036364
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5081_16TH%20ST%20AND%20ALASKA%20AVE NW.txt,16th St -- Alaska Ave NW / Washington  DC,x,Tue  Feb 19 2013,12:00-13:00,0,621,0,5,0,100,136,640,0,0,0,0,0,0,0,0,0,0,0,0,38.974864,-77.036364
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5081_16TH%20ST%20AND%20ALASKA%20AVE NW.txt,16th St -- Alaska Ave NW / Washington  DC,x,Tue  Feb 19 2013,17:45-18:45,0,977,0,0,0,159,356,1624,0,0,0,0,1,6,0,4,0,0,0,0,38.974864,-77.036364
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5081_16TH%20ST%20AND%20ALASKA%20AVE NW.txt,16th St -- Alaska Ave NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,0,612,0,3,0,87,175,930,0,0,0,0,1,4,0,0,0,0,0,0,38.974864,-77.036364
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5082_16TH%20ST%20AND%20ALLISON%20ST NW.txt,16th St -- Allison St NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,2,626,6,15,16,2,2,812,3,11,16,9,9,25,6,16,0,2,0,1,38.945062,-77.036426
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5082_16TH%20ST%20AND%20ALLISON%20ST NW.txt,16th St -- Allison St NW / Washington  DC,x,Thu  Apr 11 2013,07:30-08:30,5,1694,28,20,34,40,14,704,11,5,24,12,13,44,22,15,0,2,1,0,38.945062,-77.036426
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5082_16TH%20ST%20AND%20ALLISON%20ST NW.txt,16th St -- Allison St NW / Washington  DC,x,Thu  Apr 11 2013,11:00-12:00,4,703,12,9,11,4,2,492,0,3,7,2,1,6,4,5,0,1,0,0,38.945062,-77.036426
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5082_16TH%20ST%20AND%20ALLISON%20ST NW.txt,16th St -- Allison St NW / Washington  DC,x,Thu  Apr 11 2013,17:00-18:00,2,837,9,17,15,2,10,1549,4,4,15,11,4,34,10,15,1,0,0,0,38.945062,-77.036426
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Arkansas Ave & Shepherd St / Washington  DC,x,Sat  May 11 2013,15:30-16:30,0,622,1,55,1,81,174,798,0,0,2,4,2,28,0,0,0,7,0,4,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Arkansas Ave & Shepherd St / Washington  DC,x,Tue  Feb 19 2013,07:30-08:30,0,1672,0,38,0,134,185,702,0,2,2,2,5,20,0,34,0,2,0,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Arkansas Ave & Shepherd St / Washington  DC,x,Tue  Feb 19 2013,11:45-12:45,0,525,1,26,0,66,136,532,0,3,1,1,3,7,0,9,0,1,0,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Arkansas Ave & Shepherd St / Washington  DC,x,Tue  Feb 19 2013,17:15-18:15,0,763,0,57,0,124,199,1447,0,0,1,1,8,38,1,41,0,0,1,3,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Arkansas Ave & Shepherd St / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,0,374,0,30,0,54,132,755,0,4,0,1,3,22,0,16,0,0,0,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083a_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Shepherd St NW / Washington  DC,x,Sat  May 11 2013,16:00-17:00,11,579,1,0,0,0,0,826,26,20,0,11,14,0,2,28,0,1,0,1,38.939738,-77.036444
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083a_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Shepherd St NW / Washington  DC,x,Tue  Feb 19 2013,07:30-08:30,4,1607,0,0,0,0,0,732,8,70,0,11,15,22,3,41,0,7,0,1,38.939738,-77.036444
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083a_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Shepherd St NW / Washington  DC,x,Tue  Feb 19 2013,11:45-12:45,3,507,0,0,0,0,0,529,11,22,0,5,7,10,1,11,0,0,0,0,38.939738,-77.036444
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5083a_16TH%20ST%20AND%20ARKANSAS%20AVE SHEPHERD%20ST NW.txt,16th St -- Shepherd St NW / Washington  DC,x,Tue  Feb 19 2013,17:15-18:15,5,761,0,0,0,0,0,1458,32,16,0,3,30,34,1,35,0,1,1,0,38.939738,-77.036444
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5084_16TH%20ST%20AND%20ASPEN%20ST%20AND%20SHERRIL%20DR NW.txt,16th St -- Aspen St & Sherril Dr / Washington  DC,x,Thu  Apr 11 2013,07:30-08:30,145,1979,95,75,136,15,8,886,0,3,22,9,5,26,0,9,0,0,4,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5084_16TH%20ST%20AND%20ASPEN%20ST%20AND%20SHERRIL%20DR NW.txt,16th St -- Aspen St & Sherril Dr / Washington  DC,x,Thu  Apr 11 2013,11:15-12:15,27,856,32,50,24,10,10,619,0,6,22,14,1,7,0,3,0,1,2,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5084_16TH%20ST%20AND%20ASPEN%20ST%20AND%20SHERRIL%20DR NW.txt,16th St -- Aspen St & Sherril Dr / Washington  DC,x,Thu  Apr 11 2013,17:00-18:00,18,1118,51,188,16,5,9,1685,1,12,128,87,2,12,3,10,2,0,1,1,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5084_16TH%20ST%20AND%20ASPEN%20ST%20AND%20SHERRIL%20DR NW.txt,5084 16th St -- Aspen St/Sherril Dr NW / Washington  DC,x,Sat  May 18 2013,15:45-16:45,0,1016,30,90,0,18,10,987,0,0,0,0,2,13,7,4,0,2,6,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5085_16TH%20ST%20AND%20COLORADO%20AVE NW.txt,16th St -- Colorado Ave NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,15,690,5,6,27,47,54,905,2,7,57,69,7,17,3,19,0,2,0,1,38.952535,-77.036415
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5085_16TH%20ST%20AND%20COLORADO%20AVE NW.txt,16th St -- Colorado Ave NW / Washington  DC,x,Tue  Feb 19 2013,07:45-08:45,40,1855,3,8,57,182,51,755,6,10,29,22,33,18,3,18,1,0,1,0,38.952535,-77.036415
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5085_16TH%20ST%20AND%20COLORADO%20AVE NW.txt,16th St -- Colorado Ave NW / Washington  DC,x,Tue  Feb 19 2013,11:45-12:45,13,559,7,5,21,43,41,567,8,5,30,34,1,1,3,0,0,0,0,0,38.952535,-77.036415
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5085_16TH%20ST%20AND%20COLORADO%20AVE NW.txt,16th St -- Colorado Ave NW / Washington  DC,x,Tue  Feb 19 2013,17:30-18:30,26,830,1,6,22,59,100,1492,7,5,93,101,1,22,1,9,0,0,1,0,38.952535,-77.036415
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5085_16TH%20ST%20AND%20COLORADO%20AVE NW.txt,16th St -- Colorado Ave NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,10,471,4,5,19,46,54,763,3,1,43,88,0,11,2,5,1,0,0,0,38.952535,-77.036415
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5086_16TH%20ST%20AND%20CRESCENT%20PL NW.txt,16th St NW -- Crescent Pl NW / Washington  DC,x,Sat  Mar 16 2013,16:00-17:00,0,769,0,0,0,0,0,560,3,37,0,13,19,82,4,137,0,16,0,3,38.920964,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5086_16TH%20ST%20AND%20CRESCENT%20PL NW.txt,16th St NW -- Crescent Pl NW / Washington  DC,x,Thu  Mar 07 2013,07:30-08:30,0,1438,0,0,0,0,0,566,1,20,0,9,5,1,7,153,0,29,0,0,38.920964,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5086_16TH%20ST%20AND%20CRESCENT%20PL NW.txt,16th St NW -- Crescent Pl NW / Washington  DC,x,Tue  Mar 05 2013,11:15-12:15,0,764,0,0,0,0,0,470,0,13,0,9,6,0,2,22,0,7,0,0,38.920964,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5086_16TH%20ST%20AND%20CRESCENT%20PL NW.txt,16th St NW -- Crescent Pl NW / Washington  DC,x,Tue  Mar 05 2013,17:30-18:30,1,1020,0,0,0,0,0,1063,0,36,0,10,39,0,9,150,0,13,0,2,38.920964,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5087_16TH%20ST%20AND%20DECATUR%20ST NW.txt,16th St -- Decatur St NW / Washington  DC,x,Thu  Apr 11 2013,07:30-08:30,7,1688,9,11,19,26,31,697,4,8,14,7,10,39,24,10,0,1,1,0,38.948260,-77.036424
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5087_16TH%20ST%20AND%20DECATUR%20ST NW.txt,16th St -- Decatur St NW / Washington  DC,x,Thu  Apr 11 2013,11:00-12:00,1,727,9,5,6,6,4,498,3,3,7,2,1,11,3,8,0,1,0,0,38.948260,-77.036424
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5087_16TH%20ST%20AND%20DECATUR%20ST NW.txt,16th St -- Decatur St NW / Washington  DC,x,Thu  Apr 11 2013,17:15-18:15,11,844,6,15,10,8,7,1581,5,3,20,10,21,44,37,45,1,0,0,0,38.948260,-77.036424
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5087_16TH%20ST%20AND%20DECATUR%20ST NW.txt,5087 16th St -- Decatur St NW / Washington  DC,x,Sat  May 18 2013,16:00-17:00,8,741,8,2,15,5,0,760,4,2,15,7,2,10,9,13,1,1,1,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5088_16TH%20ST%20AND%20EUCLID%20ST NW.txt,5088 16th St -- Euclid St NW / Washington  DC,x,Sat  May 11 2013,15:30-16:30,0,858,45,51,0,110,25,520,0,106,116,35,92,154,149,214,12,22,3,4,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5089_16TH%20ST%20AND%20FLORIDA%20AVE%20AND%20W%20ST NW.txt,16th St NW -- Florida Ave/W St NW / Washington  DC,x,Sat  Mar 16 2013,15:00-16:00,118,551,112,0,0,0,17,541,21,15,124,104,70,119,37,145,5,14,5,4,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5089_16TH%20ST%20AND%20FLORIDA%20AVE%20AND%20W%20ST NW.txt,16th St NW -- Florida Ave/W St NW / Washington  DC,x,Tue  Mar 05 2013,19:00-20:00,92,453,89,0,0,0,17,535,10,22,131,110,45,63,29,121,5,3,0,2,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5090_16TH%20ST%20AND%20FORT%20STEVENS%20DR NW.txt,16th St -- Fort Stevens Dr NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,0,883,15,22,0,16,32,1122,0,0,0,0,33,14,0,7,0,0,0,2,38.964834,-77.036417
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5090_16TH%20ST%20AND%20FORT%20STEVENS%20DR NW.txt,16th St -- Fort Stevens Dr NW / Washington  DC,x,Wed  May 01 2013,07:45-08:45,0,1889,36,44,0,107,62,829,0,0,0,0,20,15,2,0,0,0,0,0,38.964834,-77.036417
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5090_16TH%20ST%20AND%20FORT%20STEVENS%20DR NW.txt,16th St -- Fort Stevens Dr NW / Washington  DC,x,Wed  May 01 2013,12:00-13:00,0,715,12,22,0,11,25,652,2,0,0,0,11,13,1,0,0,0,0,0,38.964834,-77.036417
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5090_16TH%20ST%20AND%20FORT%20STEVENS%20DR NW.txt,16th St -- Fort Stevens Dr NW / Washington  DC,x,Wed  May 01 2013,17:30-18:30,0,1093,38,24,0,26,54,1675,1,0,0,0,11,47,0,0,0,0,0,1,38.964834,-77.036417
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Harvard St NW / Washington  DC,x,Sat  May 11 2013,13:00-14:00,0,837,11,0,0,0,74,505,1,3,253,155,4,200,227,205,14,16,2,3,38.926272,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Harvard St NW / Washington  DC,x,Tue  Feb 19 2013,07:45-08:45,0,1547,5,0,0,0,62,585,0,2,238,123,0,140,216,101,15,29,1,0,38.926272,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Harvard St NW / Washington  DC,x,Tue  Feb 19 2013,12:00-13:00,0,665,8,0,0,0,73,448,0,2,214,98,4,54,83,34,6,6,0,2,38.926272,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Harvard St NW / Washington  DC,x,Tue  Feb 19 2013,17:00-18:00,0,1019,3,0,0,0,62,1031,0,1,324,131,3,182,184,108,16,6,0,7,38.926272,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Harvard St NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,0,531,3,0,0,0,40,486,0,2,207,122,1,117,147,85,14,6,0,7,38.926272,-77.036489
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Columbia Rd NW / Washington  DC,x,Sat  May 11 2013,14:30-15:30,218,736,0,72,347,87,0,667,3,0,0,0,233,208,6,176,0,22,14,6,38.926525,-77.036488
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,07:45-08:45,242,1471,0,36,430,63,0,695,2,0,0,0,202,132,1,93,0,19,23,0,38.926525,-77.036488
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,12:00-13:00,190,583,0,45,257,92,0,543,0,0,0,0,67,41,3,11,0,2,6,1,38.926525,-77.036488
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,17:15-18:15,223,924,0,85,335,82,0,1212,1,0,0,2,192,149,4,88,0,11,15,12,38.926525,-77.036488
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,16th St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,163,477,1,61,242,63,0,611,2,0,0,0,154,100,5,74,0,6,19,11,38.926525,-77.036488
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091b_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,Harvard St -- Columbia Rd NW / Washington  DC,x,Sat  May 11 2013,14:30-15:30,33,5,25,59,508,12,0,0,0,82,370,68,412,5,177,134,22,0,35,1,38.926285,-77.036939
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091b_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,Harvard St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,08:15-09:15,44,12,32,143,519,7,0,0,0,61,308,58,384,4,172,173,9,2,77,0,38.926285,-77.036939
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091b_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,Harvard St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,11:15-12:15,29,3,20,54,423,1,0,0,0,59,288,63,164,1,66,66,7,0,10,0,38.926285,-77.036939
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091b_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,Harvard St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,17:00-18:00,27,14,56,113,452,3,0,0,0,56,402,82,363,6,165,106,24,0,31,0,38.926285,-77.036939
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5091b_16TH%20ST%20AND%20HARVARD%20ST%20AND%20COLUMBIA%20RD NW.txt,Harvard St -- Columbia Rd NW / Washington  DC,x,Tue  Feb 19 2013,19:00-20:00,26,4,24,68,331,2,0,0,0,51,311,66,258,7,119,85,25,0,22,0,38.926285,-77.036939
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,16th St -- Harvard St (North) / Washington  DC,x,Sat  May 11 2013,16:00-17:00,45,776,0,0,0,0,0,604,137,0,0,0,4,91,0,55,0,10,0,9,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,16th St -- Harvard St (North) / Washington  DC,x,Thu  Apr 11 2013,07:45-08:45,126,1574,0,0,0,0,0,580,167,0,0,0,19,90,1,85,0,17,0,4,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,16th St -- Harvard St (North) / Washington  DC,x,Thu  Apr 11 2013,11:15-12:15,37,725,1,0,0,0,0,480,105,0,0,0,9,64,0,17,0,9,0,5,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,16th St -- Harvard St (North) / Washington  DC,x,Thu  Apr 11 2013,17:00-18:00,50,991,0,0,0,0,0,1145,194,0,0,0,9,124,0,67,0,12,0,21,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,Mt Pleasant St -- Harvard St / Washington  DC,x,Sat  May 18 2013,15:30-16:30,82,209,1,116,79,6,0,0,0,2,0,121,220,8,6,349,4,12,5,4,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,Mt Pleasant St -- Harvard St / Washington  DC,x,Thu  Apr 11 2013,08:00-09:00,120,191,0,106,178,3,0,0,0,5,0,84,345,67,47,366,4,78,4,0,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,Mt Pleasant St -- Harvard St / Washington  DC,x,Thu  Apr 11 2013,17:30-18:30,71,226,0,148,91,1,0,0,0,5,0,169,311,57,21,385,4,25,7,4,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5092a_16TH%20ST%20AND%20HARVARD%20ST%20AND%20MT%20PLEASANT%20ST NW.txt,Mt Pleasant St -- Harvard St / Washington  DC,x,Wed  Apr 11 2012,11:30-12:30,75,143,0,92,43,4,0,0,0,4,0,79,102,23,11,201,6,25,5,2,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW B / Washington  DC,x,Sat  May 11 2013,15:00-16:00,0,893,5,9,0,4,2,1086,0,0,0,0,1,6,4,8,0,0,0,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW B / Washington  DC,x,Wed  May 01 2013,07:15-08:15,0,2008,2,13,0,15,3,783,0,0,0,0,3,9,0,0,0,0,0,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW B / Washington  DC,x,Wed  May 01 2013,12:00-13:00,0,704,4,3,0,4,1,691,1,0,0,0,1,8,0,0,0,0,0,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW B / Washington  DC,x,Wed  May 01 2013,17:30-18:30,0,1060,7,10,0,2,3,1650,0,0,0,0,6,27,2,0,0,0,0,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093a_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW / Washington  DC,x,Sat  May 11 2013,15:00-16:00,1,882,0,0,0,0,0,1059,21,6,0,2,1,7,0,7,0,0,0,0,38.980382,-77.036350
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093a_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW / Washington  DC,x,Wed  May 01 2013,07:15-08:15,1,2000,0,0,0,0,0,774,16,27,0,0,0,0,0,2,0,0,0,0,38.980382,-77.036350
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093a_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW / Washington  DC,x,Wed  May 01 2013,12:00-13:00,3,705,0,0,0,0,0,682,12,8,0,2,1,0,1,2,0,0,0,0,38.980382,-77.036350
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5093a_16TH%20ST%20AND%20HOLLY%20ST NW.txt,16th St -- Holly St NW / Washington  DC,x,Wed  May 01 2013,17:30-18:30,1,1064,1,0,0,0,0,1606,53,13,0,0,0,0,0,12,0,1,0,0,38.980382,-77.036350
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5094_16TH%20ST%20AND%20KALMIA%20RD NW.txt,16th St -- Kalmia Rd NW / Washington  DC,x,Sat  May 11 2013,15:00-16:00,12,864,13,8,23,11,10,1038,24,17,57,8,16,16,24,13,0,0,0,0,38.985659,-77.036343
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5094_16TH%20ST%20AND%20KALMIA%20RD NW.txt,16th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,07:15-08:15,23,1898,9,6,108,18,10,688,11,52,58,25,7,15,22,12,0,0,2,0,38.985659,-77.036343
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5094_16TH%20ST%20AND%20KALMIA%20RD NW.txt,16th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,12:00-13:00,9,666,10,6,35,3,0,644,21,22,32,21,0,8,3,4,1,1,1,0,38.985659,-77.036343
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5094_16TH%20ST%20AND%20KALMIA%20RD NW.txt,16th St -- Kalmia Rd NW / Washington  DC,x,Wed  May 01 2013,17:30-18:30,10,997,6,13,59,18,13,1484,37,35,107,23,8,24,11,21,0,0,1,1,38.985659,-77.036343
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5095_16TH%20ST%20AND%20KENNEDY%20ST%20AND%20MORROW%20DR NW.txt,16th St -- Morrow Dr NW/Kennedy St NW / Washington  DC,x,Sat  May 11 2013,15:45-16:45,13,697,29,14,15,5,18,953,7,8,17,6,11,28,17,13,1,1,0,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5095_16TH%20ST%20AND%20KENNEDY%20ST%20AND%20MORROW%20DR NW.txt,16th St -- Morrow Dr NW/Kennedy St NW / Washington  DC,x,Wed  May 01 2013,07:45-08:45,8,1784,32,26,61,17,9,716,17,106,81,4,7,24,39,21,0,0,1,4,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5095_16TH%20ST%20AND%20KENNEDY%20ST%20AND%20MORROW%20DR NW.txt,16th St -- Morrow Dr NW/Kennedy St NW / Washington  DC,x,Wed  May 01 2013,11:00-12:00,6,680,16,11,25,11,8,521,8,19,29,6,5,17,19,12,2,0,1,0,,
dc/www.hutrc.howard.edu/data/TMC_Contractor/2013/Full_Year/5095_16TH%20ST%20AND%20KENNEDY%20ST%20AND%20MORROW%20DR NW.txt,16th St -- Morrow Dr NW/Kennedy St NW / Washington  DC,x,Wed  May 01 2013,17:30-18:30,15,891,40,18,62,11,11,1394,39,25,69,14,20,50,65,31,3,0,1,0,,
